time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2019-08-06T03:41:32Z",1565062892,18996.83,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,0,297.15,845000,0
"2019-08-06T03:41:33Z",1565062893,17937.11,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,0,297.15,253217.8,0
"2019-08-06T03:41:34Z",1565062894,18338.88,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,252966.7,0
"2019-08-06T03:41:35Z",1565062895,18588.13,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,255000,0
"2019-08-06T03:41:36Z",1565062896,17566.44,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.001987256,0,0,0,0,0,0,0,0,0,0,1,297.15,261666.7,0
"2019-08-06T03:41:37Z",1565062897,17575.24,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,265000,0
"2019-08-06T03:41:38Z",1565062898,18328.53,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006806784,0,0,0,0,0,0,0,0,0,0,1,297.15,267033.3,0
"2019-08-06T03:41:39Z",1565062899,17690.42,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,277137,0
"2019-08-06T03:41:40Z",1565062900,17993.19,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,265833.3,0
"2019-08-06T03:41:41Z",1565062901,18732.52,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006825793,0,0,0,0,0,0,0,0,0,0,0,297.15,267318.5,0
"2019-08-06T03:41:42Z",1565062902,18724.59,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,0,297.15,265181.5,0
"2019-08-06T03:41:43Z",1565062903,18896.81,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,0,297.15,265650,0
"2019-08-06T03:41:44Z",1565062904,19012.08,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,0,297.15,266666.7,0
"2019-08-06T03:41:45Z",1565062905,19263.25,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006875539,0,0,0,0,0,0,0,0,0,0,0,297.15,266843.4,0
"2019-08-06T03:41:46Z",1565062906,19824.98,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,0,297.15,267500,0.6217449
"2019-08-06T03:41:47Z",1565062907,25902.91,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0.0173321,0,0,0,0,0,0,0,0,0,0,297.15,267500,16789.3
"2019-08-06T03:41:48Z",1565062908,26718.36,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0,0.009193672,0,0,0,0,0,0,0,0,0,0,297.15,267500,20119.53
"2019-08-06T03:41:49Z",1565062909,28333.71,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006963687,0.001921098,0,0,0,0,0,0,0,0,0,0,297.15,267500,23934.3
"2019-08-06T03:41:50Z",1565062910,27282.32,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006981317,0.02802273,0,0,0,0,0,0,0,0,0,0,297.15,267500,15742.56
"2019-08-06T03:41:51Z",1565062911,30658.39,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0.1226011,0,0,0,0,0,0,0,0,0,0,297.15,10266.67,25054.21
"2019-08-06T03:41:52Z",1565062912,20009.27,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.001745329,0.1773361,0,0,0,0,0,0,0,0,0,0,297.15,58166.67,14.84963
"2019-08-06T03:41:53Z",1565062913,20286.64,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,-0.01727114,0,0,0,0,0,0,0,0,0,0,297.15,238112.8,2.87303
"2019-08-06T03:41:54Z",1565062914,19625.8,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006912195,-0.001916412,0,0,0,0,0,0,0,0,0,0,297.15,245173.3,-2.601404
"2019-08-06T03:41:55Z",1565062915,19766.18,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,-0.001916412,0,0,0,0,0,0,0,0,0,0,297.15,243821.5,-2.601404
"2019-08-06T03:41:56Z",1565062916,20154.26,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,242166.7,-2.601404
"2019-08-06T03:41:57Z",1565062917,19324.18,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,240998.3,0
"2019-08-06T03:41:58Z",1565062918,19199.31,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-08-06T03:41:59Z",1565062919,19935.92,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,243166.7,0
"2019-08-06T03:42:00Z",1565062920,19331.11,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,241666.7,0
"2019-08-06T03:42:01Z",1565062921,19237.26,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:02Z",1565062922,19490.12,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0,0,0,0,0,0,0,0,1,0,0,1,297.15,241666.7,0
"2019-08-06T03:42:03Z",1565062923,19262.98,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,240833.3,0
"2019-08-06T03:42:04Z",1565062924,19166.65,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,242340.1,0
"2019-08-06T03:42:05Z",1565062925,19014.55,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.006998597,0,0,0,0,0,0,0,1,0,0,1,297.15,240668.3,0
"2019-08-06T03:42:06Z",1565062926,19301.16,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,241666.7,0
"2019-08-06T03:42:07Z",1565062927,19042.19,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,240833.3,0
"2019-08-06T03:42:08Z",1565062928,18617.8,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,240833.3,0
"2019-08-06T03:42:09Z",1565062929,19289.9,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:10Z",1565062930,19087.23,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,240833.3,0
"2019-08-06T03:42:11Z",1565062931,18455.24,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,242341.7,0
"2019-08-06T03:42:12Z",1565062932,19396.19,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,240833.3,0
"2019-08-06T03:42:13Z",1565062933,18863.6,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:14Z",1565062934,18074.01,NaN,NaN,NaN,NaN,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:15Z",1565062935,19097.83,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.0158825,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:16Z",1565062936,18560.78,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.01745329,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:17Z",1565062937,18168.77,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,242500,0
"2019-08-06T03:42:18Z",1565062938,18557.15,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,241823.4,0
"2019-08-06T03:42:19Z",1565062939,18383.93,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.01595478,0,0,0,0,0,0,0,1,0,0,1,297.15,245000,0
"2019-08-06T03:42:20Z",1565062940,18480.94,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,245143.1,0
"2019-08-06T03:42:21Z",1565062941,18098.98,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,247500,0
"2019-08-06T03:42:22Z",1565062942,18256.17,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,247500,0
"2019-08-06T03:42:23Z",1565062943,18603.65,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,247500,0
"2019-08-06T03:42:24Z",1565062944,17725.22,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,247500,0
"2019-08-06T03:42:25Z",1565062945,18058.8,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,247500,0
"2019-08-06T03:42:26Z",1565062946,18339.91,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:27Z",1565062947,17770.13,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:28Z",1565062948,18760.04,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:29Z",1565062949,19046.95,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:30Z",1565062950,18584.77,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:31Z",1565062951,19003.4,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246816.7,0
"2019-08-06T03:42:32Z",1565062952,18918.7,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:33Z",1565062953,19031.64,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:34Z",1565062954,19080.55,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
"2019-08-06T03:42:35Z",1565062955,18833.44,412.8,6.000442,0.8269669,0.1484826,"-",NaN,"-",0.02617994,-0.008726646,0,0,0,0,0,0,0,1,0,0,1,297.15,246666.7,0
