time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2019-04-30T03:18:56Z",1556594336,-13.84551,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,251666.7,0
"2019-04-30T03:18:57Z",1556594337,-3.849362,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,292.3688,254876.2,0
"2019-04-30T03:18:58Z",1556594338,-0.6723306,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,292.931,251783.3,0
"2019-04-30T03:18:59Z",1556594339,-1.087931,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,255000,0
"2019-04-30T03:19:00Z",1556594340,-0.8119851,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,253000,0
"2019-04-30T03:19:01Z",1556594341,-0.3740491,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,254048.8,0
"2019-04-30T03:19:02Z",1556594342,-0.7205312,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,255959.6,0
"2019-04-30T03:19:03Z",1556594343,-1.630427,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,292.7892,253777.6,0
"2019-04-30T03:19:04Z",1556594344,-1.323251,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,292.326,256406.4,0
"2019-04-30T03:19:05Z",1556594345,-0.5084564,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,292.77,253513.8,0
"2019-04-30T03:19:06Z",1556594346,-0.3208824,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,255360.8,0
"2019-04-30T03:19:07Z",1556594347,-0.8892158,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,1,0,0,293.15,253333.3,0
