time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2019-07-11T14:01:11Z",1562853671,0,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241972,0
"2019-07-11T14:01:12Z",1562853672,-0,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241963.7,0
"2019-07-11T14:01:13Z",1562853673,0,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,0.003054326,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:14Z",1562853674,-0,NaN,NaN,NaN,NaN,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:15Z",1562853675,-0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,242008.3,0
"2019-07-11T14:01:16Z",1562853676,0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,0.005759587,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:17Z",1562853677,0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:18Z",1562853678,0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,242203.5,0
"2019-07-11T14:01:19Z",1562853679,0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,0.002879793,0,0,0,0,0,0,0,0,0,0,1,297.15,241941.7,0
"2019-07-11T14:01:20Z",1562853680,0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,0.002879793,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:21Z",1562853681,-0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:22Z",1562853682,0,406,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:23Z",1562853683,0,405.9046,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,0.002792527,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:24Z",1562853684,0,405.9,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:25Z",1562853685,-0,405.9,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,0.00604817,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
"2019-07-11T14:01:26Z",1562853686,-0,405.9,4.71937,0.8269698,0.1484757,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,0,0,0,1,297.15,241666.7,0
