time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2019-06-03T02:51:59Z",1559530319,4001.828,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:00Z",1559530320,4130.92,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:01Z",1559530321,4010.17,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,269474.1,0
"2019-06-03T02:52:02Z",1559530322,3894.515,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:03Z",1559530323,3856.297,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:04Z",1559530324,3849.338,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:05Z",1559530325,3639.448,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:06Z",1559530326,3569.938,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:07Z",1559530327,3474.484,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:08Z",1559530328,3353.089,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
"2019-06-03T02:52:09Z",1559530329,3271.122,NaN,NaN,NaN,NaN,"-",NaN,"-",0.148353,-0,0,0,0,0,0,0,0,1,0,0,1,295.15,270000,0
