time_iso,time_unix,electric_powerDemand,gnss_altitude,gnss_course,gnss_latitude,gnss_longitude,itcs_busRoute,itcs_numberOfPassengers,itcs_stopName,odometry_articulationAngle,odometry_steeringAngle,odometry_vehicleSpeed,odometry_wheelSpeed_fl,odometry_wheelSpeed_fr,odometry_wheelSpeed_ml,odometry_wheelSpeed_mr,odometry_wheelSpeed_rl,odometry_wheelSpeed_rr,status_doorIsOpen,status_gridIsAvailable,status_haltBrakeIsActive,status_parkBrakeIsActive,temperature_ambient,traction_brakePressure,traction_tractionForce
"2019-06-03T13:30:19Z",1559568619,15447.46,421.4,5.366888,0.8269668,0.1484762,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263268,0
"2019-06-03T13:30:20Z",1559568620,15217.48,421.4,5.366888,0.8269668,0.1484762,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262558.9,0
"2019-06-03T13:30:21Z",1559568621,14393.24,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262500,0
"2019-06-03T13:30:22Z",1559568622,15182.56,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263259.8,0
"2019-06-03T13:30:23Z",1559568623,15117.5,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263260.5,0
"2019-06-03T13:30:24Z",1559568624,15004.33,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:25Z",1559568625,15106.87,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:26Z",1559568626,14866.61,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263493.6,0
"2019-06-03T13:30:27Z",1559568627,15113.15,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263259.8,0
"2019-06-03T13:30:28Z",1559568628,14878.3,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:29Z",1559568629,14712.24,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262581.7,0
"2019-06-03T13:30:30Z",1559568630,15443.57,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263421.5,0
"2019-06-03T13:30:31Z",1559568631,14694.11,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262500,0
"2019-06-03T13:30:32Z",1559568632,14547.07,421.4,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:33Z",1559568633,15082.82,421.3017,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262500,0
"2019-06-03T13:30:34Z",1559568634,14881.35,421.3,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:35Z",1559568635,14911.6,421.3,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:36Z",1559568636,14835.03,421.3,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,263333.3,0
"2019-06-03T13:30:37Z",1559568637,15323.57,421.3,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262597.1,0
"2019-06-03T13:30:38Z",1559568638,15153.55,421.3,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262500,0
"2019-06-03T13:30:39Z",1559568639,14618.3,421.3,5.366888,0.8269668,0.1484763,"-",NaN,"-",0.01745329,-0,0,0,0,0,0,0,0,1,0,0,1,299.15,262597.1,0
